headline,is_sarcastic
Rutte over economische klap: 'Nu geen grote bezuinigingsronde',0
Extra fiscale steun voor zzp'ers en ondernemers,0
Coronacrisis slaat overheidsfinanciën diep in het rood,0
"EU-leiders eens over eerste noodpakket, nu discussie of leningen giften worden",0
"Op weg naar een Europees herstelfonds, lukt dat nog zonder verdere ruzie?",0
Oproep aan kabinet: Haal kinderen uit Griekse vluchtelingenkampen,0
Rutte verwacht geen Brussels akkoord over Europees steunfonds,0
Kamer wil ook adviezen van experts buiten medische wetenschap,0
Persconferentie Rutte: Afstand houden is het nieuwe normaal,0
'Amerikanen waarschuwden vooraf voor burgerdoden Hawija',0
Rutte over economische klap: 'Nu geen grote bezuinigingsronde',0
Extra fiscale steun voor zzp'ers en ondernemers,0
Coronacrisis slaat overheidsfinanciën diep in het rood,0
"EU-leiders eens over eerste noodpakket, nu discussie of leningen giften worden",0
"Op weg naar een Europees herstelfonds, lukt dat nog zonder verdere ruzie?",0
Oproep aan kabinet: Haal kinderen uit Griekse vluchtelingenkampen,0
Rutte verwacht geen Brussels akkoord over Europees steunfonds,0
Kamer wil ook adviezen van experts buiten medische wetenschap,0
Persconferentie Rutte: Afstand houden is het nieuwe normaal,0
'Amerikanen waarschuwden vooraf voor burgerdoden Hawija',0
Rutte over economische klap: 'Nu geen grote bezuinigingsronde',0
Extra fiscale steun voor zzp'ers en ondernemers,0
Coronacrisis slaat overheidsfinanciën diep in het rood,0
"EU-leiders eens over eerste noodpakket, nu discussie of leningen giften worden",0
"Op weg naar een Europees herstelfonds, lukt dat nog zonder verdere ruzie?",0
Oproep aan kabinet: Haal kinderen uit Griekse vluchtelingenkampen,0
Rutte verwacht geen Brussels akkoord over Europees steunfonds,0
Kamer wil ook adviezen van experts buiten medische wetenschap,0
Persconferentie Rutte: Afstand houden is het nieuwe normaal,0
'Amerikanen waarschuwden vooraf voor burgerdoden Hawija',0
Rutte over economische klap: 'Nu geen grote bezuinigingsronde',0
Extra fiscale steun voor zzp'ers en ondernemers,0
Coronacrisis slaat overheidsfinanciën diep in het rood,0
"EU-leiders eens over eerste noodpakket, nu discussie of leningen giften worden",0
"Op weg naar een Europees herstelfonds, lukt dat nog zonder verdere ruzie?",0
Oproep aan kabinet: Haal kinderen uit Griekse vluchtelingenkampen,0
Rutte verwacht geen Brussels akkoord over Europees steunfonds,0
Kamer wil ook adviezen van experts buiten medische wetenschap,0
Persconferentie Rutte: Afstand houden is het nieuwe normaal,0
'Amerikanen waarschuwden vooraf voor burgerdoden Hawija',0
Rutte over economische klap: 'Nu geen grote bezuinigingsronde',0
Extra fiscale steun voor zzp'ers en ondernemers,0
Coronacrisis slaat overheidsfinanciën diep in het rood,0
"EU-leiders eens over eerste noodpakket, nu discussie of leningen giften worden",0
"Op weg naar een Europees herstelfonds, lukt dat nog zonder verdere ruzie?",0
Oproep aan kabinet: Haal kinderen uit Griekse vluchtelingenkampen,0
Rutte verwacht geen Brussels akkoord over Europees steunfonds,0
Kamer wil ook adviezen van experts buiten medische wetenschap,0
Persconferentie Rutte: Afstand houden is het nieuwe normaal,0
'Amerikanen waarschuwden vooraf voor burgerdoden Hawija',0
Rutte over economische klap: 'Nu geen grote bezuinigingsronde',0
Extra fiscale steun voor zzp'ers en ondernemers,0
Coronacrisis slaat overheidsfinanciën diep in het rood,0
"EU-leiders eens over eerste noodpakket, nu discussie of leningen giften worden",0
"Op weg naar een Europees herstelfonds, lukt dat nog zonder verdere ruzie?",0
Oproep aan kabinet: Haal kinderen uit Griekse vluchtelingenkampen,0
Rutte verwacht geen Brussels akkoord over Europees steunfonds,0
Kamer wil ook adviezen van experts buiten medische wetenschap,0
Persconferentie Rutte: Afstand houden is het nieuwe normaal,0
'Amerikanen waarschuwden vooraf voor burgerdoden Hawija',0
OMT-advies: Open kinderopvang na meivakantie en basisscholen deels,0
"Advies aan kabinet: Kinderen kunnen naar opvang, basisscholen deels open",0
Kabinet trekt 5 miljard euro extra uit voor stikstofmaatregelen,0
Worden de coronamaatregelen versoepeld of niet? Dit is de stand van zaken,0
Minister Van Engelshoven: Geen cultuurbezuinigingen tijdens recessie,0
Rutte over corona-aanpak: 'Er zijn ongetwijfeld fouten gemaakt',0
Compensatie kinderopvang wordt in juni of juli overgemaakt aan ouders,0
Segers opnieuw lijsttrekker voor ChristenUnie,0
'Baudet hint op Russische betalingen in aanloop naar Oekraïnereferendum',0
Rutte: 'Mondkapje is geen alternatief voor anderhalvemetersamenleving',0
OMT-advies: Open kinderopvang na meivakantie en basisscholen deels,0
"Advies aan kabinet: Kinderen kunnen naar opvang, basisscholen deels open",0
Kabinet trekt 5 miljard euro extra uit voor stikstofmaatregelen,0
Worden de coronamaatregelen versoepeld of niet? Dit is de stand van zaken,0
Minister Van Engelshoven: Geen cultuurbezuinigingen tijdens recessie,0
Rutte over corona-aanpak: 'Er zijn ongetwijfeld fouten gemaakt',0
Compensatie kinderopvang wordt in juni of juli overgemaakt aan ouders,0
Segers opnieuw lijsttrekker voor ChristenUnie,0
'Baudet hint op Russische betalingen in aanloop naar Oekraïnereferendum',0
Rutte: 'Mondkapje is geen alternatief voor anderhalvemetersamenleving',0
OMT-advies: Open kinderopvang na meivakantie en basisscholen deels,0
"Advies aan kabinet: Kinderen kunnen naar opvang, basisscholen deels open",0
Kabinet trekt 5 miljard euro extra uit voor stikstofmaatregelen,0
Worden de coronamaatregelen versoepeld of niet? Dit is de stand van zaken,0
Minister Van Engelshoven: Geen cultuurbezuinigingen tijdens recessie,0
Rutte over corona-aanpak: 'Er zijn ongetwijfeld fouten gemaakt',0
Compensatie kinderopvang wordt in juni of juli overgemaakt aan ouders,0
Segers opnieuw lijsttrekker voor ChristenUnie,0
'Baudet hint op Russische betalingen in aanloop naar Oekraïnereferendum',0
Rutte: 'Mondkapje is geen alternatief voor anderhalvemetersamenleving',0
RIVM: Ongeveer 3 procent bloeddonoren heeft antistoffen tegen coronavirus,0
Kabinet draagt 50 miljoen bij aan internationaal onderzoek coronavaccin,0
Kabinet maakt voorselectie van corona-apps dit weekend openbaar,0
Kabinet trekt 300 miljoen euro extra uit voor cultuursector,0
Kamerfractie 50PLUS wil dat leden zich uitspreken over ruzie binnen partij,0
'Nederland negeerde adviezen over internationale aanpak pandemie',0
Tweede Kamer wil dat gemeenten soepeler omgaan met zzp-regeling,0
Kamerleden 50PLUS zeggen vertrouwen in partijvoorzitter Dales op,0
Kabinet gaat compensatie kinderopvang direct aan ouders overmaken,0
Kabinet wil ook flexwerkers 'op enige wijze tegemoetkomen',0
RIVM: Ongeveer 3 procent bloeddonoren heeft antistoffen tegen coronavirus,0
Kabinet draagt 50 miljoen bij aan internationaal onderzoek coronavaccin,0
Kabinet maakt voorselectie van corona-apps dit weekend openbaar,0
Kabinet trekt 300 miljoen euro extra uit voor cultuursector,0
Kamerfractie 50PLUS wil dat leden zich uitspreken over ruzie binnen partij,0
'Nederland negeerde adviezen over internationale aanpak pandemie',0
Tweede Kamer wil dat gemeenten soepeler omgaan met zzp-regeling,0
Kamerleden 50PLUS zeggen vertrouwen in partijvoorzitter Dales op,0
Kabinet gaat compensatie kinderopvang direct aan ouders overmaken,0
Kabinet wil ook flexwerkers 'op enige wijze tegemoetkomen',0
RIVM: Ongeveer 3 procent bloeddonoren heeft antistoffen tegen coronavirus,0
Kabinet draagt 50 miljoen bij aan internationaal onderzoek coronavaccin,0
Kabinet maakt voorselectie van corona-apps dit weekend openbaar,0
Kabinet trekt 300 miljoen euro extra uit voor cultuursector,0
Kamerfractie 50PLUS wil dat leden zich uitspreken over ruzie binnen partij,0
'Nederland negeerde adviezen over internationale aanpak pandemie',0
Tweede Kamer wil dat gemeenten soepeler omgaan met zzp-regeling,0
Kamerleden 50PLUS zeggen vertrouwen in partijvoorzitter Dales op,0
Kabinet gaat compensatie kinderopvang direct aan ouders overmaken,0
Kabinet wil ook flexwerkers 'op enige wijze tegemoetkomen',0
EU roept lidstaten op tot gezamenlijke exitstrategie voor lockdowns,0
Ollongren keert terug als minister van Binnenlandse Zaken,0
EC-voorzitter Von der Leyen verwacht vaccin niet voor einde van het jaar,0
Hoekstra na akkoord Eurogroep: 'Het ging niet zonder slag of stoot',0
Kamer gaat debatten naast vergaderingen over coronavirus inplannen,0
Eurogroep bereikt akkoord over steunpakket wegens coronacrisis,0
Europees overleg hervat: waarom heeft Hoekstra ruzie met de Italianen?,0
Rutte: Nederland moet zich voorbereiden op anderhalvemetersamenleving,0
Dwangsommen voor te lang durende asielzaken worden afgeschaft,0
De Jonge: 'Kan de krapte aan beschermingsmiddelen niet wegtoveren',0
EU roept lidstaten op tot gezamenlijke exitstrategie voor lockdowns,0
Ollongren keert terug als minister van Binnenlandse Zaken,0
EC-voorzitter Von der Leyen verwacht vaccin niet voor einde van het jaar,0
Hoekstra na akkoord Eurogroep: 'Het ging niet zonder slag of stoot',0
Kamer gaat debatten naast vergaderingen over coronavirus inplannen,0
Eurogroep bereikt akkoord over steunpakket wegens coronacrisis,0
Europees overleg hervat: waarom heeft Hoekstra ruzie met de Italianen?,0
Rutte: Nederland moet zich voorbereiden op anderhalvemetersamenleving,0
Dwangsommen voor te lang durende asielzaken worden afgeschaft,0
De Jonge: 'Kan de krapte aan beschermingsmiddelen niet wegtoveren',0
EU roept lidstaten op tot gezamenlijke exitstrategie voor lockdowns,0
Ollongren keert terug als minister van Binnenlandse Zaken,0
EC-voorzitter Von der Leyen verwacht vaccin niet voor einde van het jaar,0
Hoekstra na akkoord Eurogroep: 'Het ging niet zonder slag of stoot',0
Kamer gaat debatten naast vergaderingen over coronavirus inplannen,0
Eurogroep bereikt akkoord over steunpakket wegens coronacrisis,0
Europees overleg hervat: waarom heeft Hoekstra ruzie met de Italianen?,0
Rutte: Nederland moet zich voorbereiden op anderhalvemetersamenleving,0
Dwangsommen voor te lang durende asielzaken worden afgeschaft,0
De Jonge: 'Kan de krapte aan beschermingsmiddelen niet wegtoveren',0
Kamer hekelt tekort aan beschermingsmateriaal voor zorgpersoneel,0
Azarkan vraagt bestuur DENK terug te treden vanwege onrust in partij,0
Van Dissel: Mensen na milde coronaklachten mogelijk niet immuun,0
Italië en Nederland blijven het oneens over gebruik Europees noodfonds,0
Overleg over Europees steunpakket coronacrisis opgeschort tot donderdag,0
Kabinet reserveert 12 miljard euro voor garantstelling voor ondernemers,0
Rutte: 'Terugkeer naar normaal leven wordt zaak van lange adem',0
Hoekstra vraagt in coronacrisis ook om solidariteit voor Nederlanders,0
Geen gedwongen woningverkopen tot de zomer vanwege coronavirus,0
KLM nationaliseren? Alleen met harde voorwaarden,0
Kamer hekelt tekort aan beschermingsmateriaal voor zorgpersoneel,0
Azarkan vraagt bestuur DENK terug te treden vanwege onrust in partij,0
Van Dissel: Mensen na milde coronaklachten mogelijk niet immuun,0
Italië en Nederland blijven het oneens over gebruik Europees noodfonds,0
Overleg over Europees steunpakket coronacrisis opgeschort tot donderdag,0
Kabinet reserveert 12 miljard euro voor garantstelling voor ondernemers,0
Rutte: 'Terugkeer naar normaal leven wordt zaak van lange adem',0
Hoekstra vraagt in coronacrisis ook om solidariteit voor Nederlanders,0
Geen gedwongen woningverkopen tot de zomer vanwege coronavirus,0
KLM nationaliseren? Alleen met harde voorwaarden,0
Kamer hekelt tekort aan beschermingsmateriaal voor zorgpersoneel,0
Azarkan vraagt bestuur DENK terug te treden vanwege onrust in partij,0
Van Dissel: Mensen na milde coronaklachten mogelijk niet immuun,0
Italië en Nederland blijven het oneens over gebruik Europees noodfonds,0
Overleg over Europees steunpakket coronacrisis opgeschort tot donderdag,0
Kabinet reserveert 12 miljard euro voor garantstelling voor ondernemers,0
Rutte: 'Terugkeer naar normaal leven wordt zaak van lange adem',0
Hoekstra vraagt in coronacrisis ook om solidariteit voor Nederlanders,0
Geen gedwongen woningverkopen tot de zomer vanwege coronavirus,0
KLM nationaliseren? Alleen met harde voorwaarden,0
Kabinet: tijdelijk huurcontract moet verlengd kunnen tijdens coronacrisis,0
Kuzu (DENK) beschuldigt 'strijdmakker' Özturk van 'politieke broedermoord',0
"Rutte: Het wordt mooi weer, maar ga niet naar parken of het strand",0
Politie mag 'coronahoesters' verplichten tot afgeven slijm,0
Kabinet roept reizigers uit VS op 14 dagen in thuisquarantaine te gaan,0
Kabinet schroeft productie kolencentrales terug voor klimaatdoel Urgenda,0
Hoekstra: 'Nederlandse bijdrage aan coronafonds maximaal 1 miljard euro',0
"Steun voor verlenging coronamaatregelen, maar Kamer wil meer",0
Nederlandse ic-vereniging: 'We weten niet wat te doen in crisissituatie',0
Noodmaatregelen verlengd: scholen en horeca blijven dicht t/m 28 april,0
Kabinet: tijdelijk huurcontract moet verlengd kunnen tijdens coronacrisis,0
Kuzu (DENK) beschuldigt 'strijdmakker' Özturk van 'politieke broedermoord',0
"Rutte: Het wordt mooi weer, maar ga niet naar parken of het strand",0
Politie mag 'coronahoesters' verplichten tot afgeven slijm,0
Kabinet roept reizigers uit VS op 14 dagen in thuisquarantaine te gaan,0
Kabinet schroeft productie kolencentrales terug voor klimaatdoel Urgenda,0
Hoekstra: 'Nederlandse bijdrage aan coronafonds maximaal 1 miljard euro',0
"Steun voor verlenging coronamaatregelen, maar Kamer wil meer",0
Nederlandse ic-vereniging: 'We weten niet wat te doen in crisissituatie',0
Noodmaatregelen verlengd: scholen en horeca blijven dicht t/m 28 april,0
Hoekstra schuldbewust na kritiek Italië: 'Te weinig empathisch',0
Lelystad Airport jaar later open door coronacrisis en stikstofdossier,0
Ondernemers kunnen vanaf 6 april gebruikmaken van loonmaatregel,0
"Kabinet verlengt coronamaatregelen, nog onbekend tot wanneer",0
'Kuzu weg bij DENK vanwege grensoverschrijdende relatie met medewerker',0
Ook winkeliers kunnen bij kabinet aankloppen voor extra financiële steun,0
SP'er Karabulut verlaat Tweede Kamer na verkiezingen in 2021,0
"Maximaal 1.500 euro voor zzp'ers, ondernemersregeling van 4.000 euro",0
"Eurolanden ruziën weer om geld, welke noodhulp is gepast?",0
Hoeveel miljarden kan het kabinet uitgeven in strijd tegen coronacrisis?,0
Hoekstra schuldbewust na kritiek Italië: 'Te weinig empathisch',0
Lelystad Airport jaar later open door coronacrisis en stikstofdossier,0
Ondernemers kunnen vanaf 6 april gebruikmaken van loonmaatregel,0
"Kabinet verlengt coronamaatregelen, nog onbekend tot wanneer",0
'Kuzu weg bij DENK vanwege grensoverschrijdende relatie met medewerker',0
Ook winkeliers kunnen bij kabinet aankloppen voor extra financiële steun,0
SP'er Karabulut verlaat Tweede Kamer na verkiezingen in 2021,0
"Maximaal 1.500 euro voor zzp'ers, ondernemersregeling van 4.000 euro",0
"Eurolanden ruziën weer om geld, welke noodhulp is gepast?",0
Hoeveel miljarden kan het kabinet uitgeven in strijd tegen coronacrisis?,0
Kamer vraagt zich voorzichtig af of kabinet genoeg doet in corona-aanpak,0
Ministerie wil verspreiding coronavirus in Caribisch Nederland beperken,0
Kabinet: Huurders worden tijdens coronacrisis niet uit hun huis gezet,0
Kabinet kijkt dinsdag opnieuw naar maatregelen die tot 7 april gelden,0
"Kamer steunt noodpakket, Hoekstra waarschuwt alvast voor fouten",0
Rechtbank: VPRO hoeft uitspraak over Baudet niet te rectificeren,0
"Verspreiding coronavirus in Nederland remt af, dreigend tekort ic-bedden",0
'Komen op 1 april op bezetting 1.600 bedden intensive care uit',0
Kamer onjuist geïnformeerd over dodental bij aanval op Hawija,0
Brusselse begrotingsregels tijdelijk losgelaten vanwege coronavirus,0
Kamer vraagt zich voorzichtig af of kabinet genoeg doet in corona-aanpak,0
Ministerie wil verspreiding coronavirus in Caribisch Nederland beperken,0
Kabinet: Huurders worden tijdens coronacrisis niet uit hun huis gezet,0
Kabinet kijkt dinsdag opnieuw naar maatregelen die tot 7 april gelden,0
"Kamer steunt noodpakket, Hoekstra waarschuwt alvast voor fouten",0
Rechtbank: VPRO hoeft uitspraak over Baudet niet te rectificeren,0
"Verspreiding coronavirus in Nederland remt af, dreigend tekort ic-bedden",0
'Komen op 1 april op bezetting 1.600 bedden intensive care uit',0
Kamer onjuist geïnformeerd over dodental bij aanval op Hawija,0
Brusselse begrotingsregels tijdelijk losgelaten vanwege coronavirus,0
Minister Van Rijn: 'Strijd tegen corona komende drie maanden het hardst',0
Kuzu stopt als fractievoorzitter DENK en stapt in 2021 uit politiek,0
Alle verpleeghuizen weren bezoekers in strijd tegen coronavirus,0
"Minister Bruins treedt af, De Jonge neemt coronadossier over",0
Belastingdienst geeft ondernemers direct uitstel,0
Minister Koolmees: 'Aantal weken nodig om zzp-maatregel uit te werken',0
Rutte verduidelijkt: Groepsimmuniteit is niet het doel,0
"Bruins onwel tijdens coronadebat, gaat naar huis om uit te rusten",0
"Kamer kritisch op groepsimmuniteit, steun voor noodpakket",0
RIVM-baas: 'Groepsimmuniteit is geen doel op zich',0
Minister Van Rijn: 'Strijd tegen corona komende drie maanden het hardst',0
Kuzu stopt als fractievoorzitter DENK en stapt in 2021 uit politiek,0
Alle verpleeghuizen weren bezoekers in strijd tegen coronavirus,0
"Minister Bruins treedt af, De Jonge neemt coronadossier over",0
Belastingdienst geeft ondernemers direct uitstel,0
Minister Koolmees: 'Aantal weken nodig om zzp-maatregel uit te werken',0
Rutte verduidelijkt: Groepsimmuniteit is niet het doel,0
"Bruins onwel tijdens coronadebat, gaat naar huis om uit te rusten",0
"Kamer kritisch op groepsimmuniteit, steun voor noodpakket",0
RIVM-baas: 'Groepsimmuniteit is geen doel op zich',0
Bruins: 'Invordering op mondkapjes voor zorg',0
Noodpakket: zzp'ers krijgen uitkering en 4.000 euro voor ondernemers,0
"Kabinet trekt miljarden uit voor bedrijven, ook hulp voor zzp'ers",0
Kabinet kondigt dinsdag steunpakket aan: wat kunnen we verwachten?,0
Nieuwe asielzoekers ondergebracht in noodopvang vanwege coronavirus,0
Veel lof vanuit politiek voor toespraak premier Rutte,0
Rutte: 'Groot deel van Nederlanders zal besmet raken met coronavirus',0
EU wil al het inkomende vliegverkeer zeker 30 dagen aan banden leggen,0
Wat kunnen we verwachten van de nu al historische toespraak van Rutte?,0
20.000 bedrijven vragen voor 300.000 werknemers werktijdverkorting aan,0
Bruins: 'Invordering op mondkapjes voor zorg',0
Noodpakket: zzp'ers krijgen uitkering en 4.000 euro voor ondernemers,0
"Kabinet trekt miljarden uit voor bedrijven, ook hulp voor zzp'ers",0
Kabinet kondigt dinsdag steunpakket aan: wat kunnen we verwachten?,0
Nieuwe asielzoekers ondergebracht in noodopvang vanwege coronavirus,0
Veel lof vanuit politiek voor toespraak premier Rutte,0
Rutte: 'Groot deel van Nederlanders zal besmet raken met coronavirus',0
EU wil al het inkomende vliegverkeer zeker 30 dagen aan banden leggen,0
Wat kunnen we verwachten van de nu al historische toespraak van Rutte?,0
20.000 bedrijven vragen voor 300.000 werknemers werktijdverkorting aan,0
Bruins: 'Invordering op mondkapjes voor zorg',0
Noodpakket: zzp'ers krijgen uitkering en 4.000 euro voor ondernemers,0
"Kabinet trekt miljarden uit voor bedrijven, ook hulp voor zzp'ers",0
Kabinet kondigt dinsdag steunpakket aan: wat kunnen we verwachten?,0
Nieuwe asielzoekers ondergebracht in noodopvang vanwege coronavirus,0
Veel lof vanuit politiek voor toespraak premier Rutte,0
Rutte: 'Groot deel van Nederlanders zal besmet raken met coronavirus',0
EU wil al het inkomende vliegverkeer zeker 30 dagen aan banden leggen,0
Wat kunnen we verwachten van de nu al historische toespraak van Rutte?,0
20.000 bedrijven vragen voor 300.000 werknemers werktijdverkorting aan,0
Kamervoorzitter Arib: 'Alleen strikt noodzakelijke debatten gaan door',0
Kabinet stelt 300 miljoen euro noodhulp beschikbaar aan mkb,0
"Kabinet: Scholen, kinderopvang, horeca en sportclubs tot en met 6 april dicht",0
"Kabinet komt met extra maatregelen, Rutte spreekt natie maandag toe",0
Wiebes over zzp'ers en gevolgen coronavirus: 'Zelf bewust risico genomen',0
Spoedoverleg tussen kabinet en zorgorganisaties over openhouden scholen,0
"Meer vluchten naar Nederlandse Antillen opgeschort, reisadvies aangepast",0
Rutte: 'Economie kan eerste dreun tot 90 miljard euro opvangen',0
Kabinet compenseert 20.000 ouders toeslagaffaire en trekt 500 miljoen uit,0
Rutte doet oproep: Stop met hamsteren,0
Kamervoorzitter Arib: 'Alleen strikt noodzakelijke debatten gaan door',0
Kabinet stelt 300 miljoen euro noodhulp beschikbaar aan mkb,0
"Kabinet: Scholen, kinderopvang, horeca en sportclubs tot en met 6 april dicht",0
"Kabinet komt met extra maatregelen, Rutte spreekt natie maandag toe",0
Wiebes over zzp'ers en gevolgen coronavirus: 'Zelf bewust risico genomen',0
Spoedoverleg tussen kabinet en zorgorganisaties over openhouden scholen,0
"Meer vluchten naar Nederlandse Antillen opgeschort, reisadvies aangepast",0
Rutte: 'Economie kan eerste dreun tot 90 miljard euro opvangen',0
Kabinet compenseert 20.000 ouders toeslagaffaire en trekt 500 miljoen uit,0
Rutte doet oproep: Stop met hamsteren,0
"Slob: 'Fijn als scholen openblijven, maar ze kunnen eigen afweging maken'",0
"Kabinet schrapt vluchten uit China, Italië, Iran en Zuid-Korea",0
Rutte: Kabinet heeft niet te laat ingegrepen bij aanpak corona,0
Rutte: Niet nodig om extra boodschappen in te slaan,0
Kamer kritisch op niet sluiten scholen (gesloten),0
"Kabinet: Evenementen afgelast, werk thuis, blijf binnen bij griepklachten",0
Coronamaatregelen: ondernemers krijgen uitstel voor betalen belasting,0
Advies Donner: Compensatie voor 1.800 gedupeerde ouders in toeslagaffaire,0
Rutte: 'Complexe hersteloperatie Groningen gaat nog veel te langzaam',0
Advocaat VPRO: Baudet negeert strekking van zijn eigen woorden,0
"Slob: 'Fijn als scholen openblijven, maar ze kunnen eigen afweging maken'",0
"Kabinet schrapt vluchten uit China, Italië, Iran en Zuid-Korea",0
Rutte: Kabinet heeft niet te laat ingegrepen bij aanpak corona,0
Rutte: Niet nodig om extra boodschappen in te slaan,0
Kamer kritisch op niet sluiten scholen (gesloten),0
"Kabinet: Evenementen afgelast, werk thuis, blijf binnen bij griepklachten",0
Coronamaatregelen: ondernemers krijgen uitstel voor betalen belasting,0
Advies Donner: Compensatie voor 1.800 gedupeerde ouders in toeslagaffaire,0
Rutte: 'Complexe hersteloperatie Groningen gaat nog veel te langzaam',0
Advocaat VPRO: Baudet negeert strekking van zijn eigen woorden,0
"Slob: 'Fijn als scholen openblijven, maar ze kunnen eigen afweging maken'",0
"Kabinet schrapt vluchten uit China, Italië, Iran en Zuid-Korea",0
Rutte: Kabinet heeft niet te laat ingegrepen bij aanpak corona,0
Rutte: Niet nodig om extra boodschappen in te slaan,0
Kamer kritisch op niet sluiten scholen (gesloten),0
"Kabinet: Evenementen afgelast, werk thuis, blijf binnen bij griepklachten",0
Coronamaatregelen: ondernemers krijgen uitstel voor betalen belasting,0
Advies Donner: Compensatie voor 1.800 gedupeerde ouders in toeslagaffaire,0
Rutte: 'Complexe hersteloperatie Groningen gaat nog veel te langzaam',0
Advocaat VPRO: Baudet negeert strekking van zijn eigen woorden,0
Ambassadeur: Nederland praat met Frankrijk over verkoop belang in KLM,0
Ministerie stuurde vertrouwelijk document over Julio Poch niet naar Kamer,0
Kamermeerderheid voor verbod op maaltijdbezorgers onder de zestien jaar,0
Rutte kondigt extra coronamaatregel aan: 'Stop met handen schudden',0
"Rutte: 'Economie kan klap hebben, volksgezondheid staat op nummer één'",0
Bernard Wientjes 'speciaal adviseur' voor compensatie Zeeland,0
Rutte herhaalt excuses in Zeeland om mislopen marinierskazerne,0
RIVM-baas over toename besmettingen: 'We kennen dit van andere ziektes',0
"Onderzoek: Stikstofberekeningen RIVM kloppen, verbeteringen zijn nodig",0
'GroenLinks-Kamerlid Diks had wel recht op verblijfskostenvergoeding',0
Ambassadeur: Nederland praat met Frankrijk over verkoop belang in KLM,0
Ministerie stuurde vertrouwelijk document over Julio Poch niet naar Kamer,0
Kamermeerderheid voor verbod op maaltijdbezorgers onder de zestien jaar,0
Rutte kondigt extra coronamaatregel aan: 'Stop met handen schudden',0
"Rutte: 'Economie kan klap hebben, volksgezondheid staat op nummer één'",0
Bernard Wientjes 'speciaal adviseur' voor compensatie Zeeland,0
Rutte herhaalt excuses in Zeeland om mislopen marinierskazerne,0
RIVM-baas over toename besmettingen: 'We kennen dit van andere ziektes',0
"Onderzoek: Stikstofberekeningen RIVM kloppen, verbeteringen zijn nodig",0
'GroenLinks-Kamerlid Diks had wel recht op verblijfskostenvergoeding',0
"Nieuwe staatssecretaris fiscus vraagt om tijd, Kamer heeft weinig geduld",0
Duizenden euro's subsidie maken elektrische auto stukje goedkoper,0
"PvdA, GL en SP willen graag samenwerken, maar fuseren is een brug te ver",0
Linkse oppositie: Belastingverlaging multinationals moet van tafel,0
"VVD, CDA en FVD praten met Lokaal Brabant over nieuw provinciebestuur",0
Kamer hekelt 'puinhoop' bij IND van Broekers-Knol,0
Rutte: Kabinet werkt aan noodscenario's voor coronavirus,0
Mesdagfonds: Eigen stikstofcijfer klopt niet door computerfout,0
50PLUS in Noord-Brabant ziet af van deelname aan rechtse coalitie,0
Belastingdienst richt crisisteam op voor toeslagenaffaire,0
"Nieuwe staatssecretaris fiscus vraagt om tijd, Kamer heeft weinig geduld",0
Duizenden euro's subsidie maken elektrische auto stukje goedkoper,0
"PvdA, GL en SP willen graag samenwerken, maar fuseren is een brug te ver",0
Linkse oppositie: Belastingverlaging multinationals moet van tafel,0
"VVD, CDA en FVD praten met Lokaal Brabant over nieuw provinciebestuur",0
Kamer hekelt 'puinhoop' bij IND van Broekers-Knol,0
Rutte: Kabinet werkt aan noodscenario's voor coronavirus,0
Mesdagfonds: Eigen stikstofcijfer klopt niet door computerfout,0
50PLUS in Noord-Brabant ziet af van deelname aan rechtse coalitie,0
Belastingdienst richt crisisteam op voor toeslagenaffaire,0
Rechtszaak Baudet en televisieprogramma Buitenhof op 11 maart,0
Minister Koolmees onderzoekt aanpassing rekenregels voor pensioenen,0
Buitenhof weigert rectificatie na parafraseren uitspraak Baudet,0
Wat twee weken onderzoek naar moskeefinanciering heeft opgeleverd,0
Boeren presenteren eigen stikstofcijfers: minder uitstoot in natuurgebieden,0
Staatssecretaris Visser biedt excuses aan voor aanpak verhuizing kazerne,0
"Kabinet spreekt van wooncrisis, Kamerbreed kritiek op aanpak",0
Rutte over EU-top: Doel is gelijke afdracht en modernisering,0
Tweede Kamer wil loting bij populaire studies weer toestaan,0
"Kamer akkoord met CETA, meerderheid in senaat onzeker",0
Rechtszaak Baudet en televisieprogramma Buitenhof op 11 maart,0
Minister Koolmees onderzoekt aanpassing rekenregels voor pensioenen,0
Buitenhof weigert rectificatie na parafraseren uitspraak Baudet,0
Wat twee weken onderzoek naar moskeefinanciering heeft opgeleverd,0
Boeren presenteren eigen stikstofcijfers: minder uitstoot in natuurgebieden,0
Staatssecretaris Visser biedt excuses aan voor aanpak verhuizing kazerne,0
"Kabinet spreekt van wooncrisis, Kamerbreed kritiek op aanpak",0
Rutte over EU-top: Doel is gelijke afdracht en modernisering,0
Tweede Kamer wil loting bij populaire studies weer toestaan,0
"Kamer akkoord met CETA, meerderheid in senaat onzeker",0
Rechtszaak Baudet en televisieprogramma Buitenhof op 11 maart,0
Minister Koolmees onderzoekt aanpassing rekenregels voor pensioenen,0
Buitenhof weigert rectificatie na parafraseren uitspraak Baudet,0
Wat twee weken onderzoek naar moskeefinanciering heeft opgeleverd,0
Boeren presenteren eigen stikstofcijfers: minder uitstoot in natuurgebieden,0
Staatssecretaris Visser biedt excuses aan voor aanpak verhuizing kazerne,0
"Kabinet spreekt van wooncrisis, Kamerbreed kritiek op aanpak",0
Rutte over EU-top: Doel is gelijke afdracht en modernisering,0
Tweede Kamer wil loting bij populaire studies weer toestaan,0
